gene,bin,mean_normalized_counts,fraction_detected,n_cells,pseudotime,pseudotime_percentile
Otx2,44,0.01719773265092731,0.03125,32,0.039864421079005924,0.4416126042632067
Otx2,45,0,0,32,0.040142447114147106,0.45149830089589127
Otx2,46,0.007032269679103467,0.03125,32,0.0403945227388844,0.46138399752857584
Otx2,47,0,0,32,0.04054763486594743,0.4712696941612604
Otx2,48,0.017100798949326906,0.03125,32,0.04082130643932847,0.481155390793945
Otx2,49,0,0,32,0.041082345957333635,0.49104108742662955
Otx2,50,0,0,32,0.0413755448524403,0.5009267840593141
Otx2,51,0.012207508105785381,0.03125,32,0.0416228075299233,0.5108124806919987
Otx2,52,0.01273846404695907,0.03125,32,0.0417945740595377,0.5206981773246834
Otx2,53,0,0,32,0.04204021695776633,0.530583873957368
Otx2,54,0,0,32,0.042379110075272355,0.5404695705900525
Otx2,55,0.0099856207061831,0.03125,32,0.04259262945331393,0.5503552672227371
Otx2,56,0.011179079917006514,0.03125,32,0.042856389716281584,0.5602409638554218
Otx2,57,0.011887779362815027,0.03125,32,0.04308347652806578,0.5701266604881063
Otx2,58,0,0,32,0.04339734147804594,0.5800123571207909
Otx2,59,0.012700154433877913,0.03125,32,0.043671170167973575,0.5898980537534755
Otx2,60,0,0,32,0.04394104196009762,0.59978375038616
Otx2,61,0.020516591103186953,0.0625,32,0.04426907711589678,0.6096694470188446
Otx2,62,0,0,32,0.04447458242381004,0.6195551436515292
Otx2,63,0.012630345162072591,0.03125,32,0.044780068609678744,0.6294408402842138
Otx2,64,0,0,32,0.04507340731934226,0.6393265369168983
Otx2,65,0,0,32,0.04531082992413251,0.6492122335495829
Otx2,66,0.020086387219730353,0.0625,32,0.04559341416059682,0.6590979301822675
Otx2,67,0.009343139892964989,0.03125,32,0.04589608755266486,0.668983626814952
Otx2,68,0.1479902845357585,0.0625,32,0.046210075166656886,0.6788693234476366
Otx2,69,0,0,32,0.046683477550757774,0.6887550200803213
Otx2,70,0,0,32,0.04705700543221022,0.6986407167130059
Otx2,71,0,0,32,0.047383191705377886,0.7085264133456904
Otx2,72,0.02057953135953028,0.0625,32,0.0477297963710159,0.718412109978375
Otx2,73,0.015394088669950741,0.03125,32,0.04819057723965111,0.7282978066110597
Otx2,74,0,0,32,0.04873644982230882,0.7381835032437443
Otx2,75,0.04273776301279978,0.0625,32,0.04905034470446588,0.7480691998764288
Otx2,76,0.014373763856308364,0.03125,32,0.04939576656215451,0.7579548965091134
Otx2,77,0.018731642989869932,0.03125,32,0.04988861057417274,0.767840593141798
Otx2,78,0.013083525225036629,0.03125,32,0.05046289437853513,0.7777262897744825
Otx2,79,0.01174326406373304,0.03125,32,0.050960722793626234,0.7876119864071671
Otx2,80,0,0,32,0.05158747906543623,0.7974976830398517
Otx2,81,0.028966166168619745,0.0625,32,0.05250470777610536,0.8073833796725363
Otx2,82,0.014830106302201973,0.03125,32,0.053436528526220724,0.8172690763052208
Otx2,83,0.018530034560121325,0.0625,32,0.05472940920510003,0.8271547729379054
Otx2,84,0.00450087136869698,0.03125,32,0.05685558327615577,0.83704046957059
Otx2,85,0,0,32,0.06025537083462772,0.8469261662032747
Otx2,86,0.05498171998761592,0.0625,32,0.06456773886631356,0.8568118628359592
Otx2,87,0.6805924437893873,0.09375,32,0.07257623400447025,0.8666975594686438
Otx2,88,0.2054780714985419,0.0625,32,0.08056335200784079,0.8765832561013284
Otx2,89,0.015388024423872366,0.03125,32,0.08959745021944521,0.886468952734013
Otx2,90,0.44966450607325487,0.09375,32,0.1071315200085631,0.8963546493666976
Otx2,91,1.344421768494127,0.1875,32,0.14946643207246757,0.9062403459993822
Otx2,92,0.698667504672589,0.21875,32,0.2578927814876444,0.9161260426320668
Otx2,93,4.712622588021358,0.40625,32,0.2927194819855192,0.9260117392647513
Otx2,94,10.304829923784734,0.75,32,0.45739215061730115,0.9358974358974359
Otx2,95,8.55161186018018,0.8125,32,0.5353071746021729,0.9457831325301205
Otx2,96,8.202685379913037,0.96875,32,0.5788866642645688,0.955668829162805
Otx2,97,7.881747972252394,0.96875,32,0.6097483955513862,0.9655545257954896
Otx2,98,8.75026465346999,1,32,0.6326083440412348,0.9754402224281742
Otx2,99,8.646719717867441,1,32,0.6746074479973074,0.9853259190608588
Otx2,100,4.60323885289178,0.65625,32,0.7355573101105116,0.9952116156935433
Rlbp1,1,8.11681849313864,1,33,0.008315008450185363,0.004942848316342292
Rlbp1,2,10.83620028309373,1,33,0.016807143036938733,0.01513747296879827
Rlbp1,3,10.628640682595428,1,33,0.019297837129523727,0.025332097621254247
Rlbp1,4,11.080816452024832,1,33,0.021768773646141514,0.035526722273710225
Rlbp1,5,11.819833128694029,1,33,0.02361197294719931,0.0457213469261662
Rlbp1,6,10.364229189707839,0.9696969696969697,33,0.024740094466878405,0.05591597157862218
Rlbp1,7,11.57744517082454,1,33,0.025723791030859876,0.06611059623107816
Rlbp1,8,11.72554964618007,1,33,0.02678643583887934,0.07630522088353414
Rlbp1,9,13.11228684267207,1,33,0.027783185702052772,0.08649984553599012
Rlbp1,10,13.023349052648353,1,33,0.02847643482365652,0.0966944701884461
Rlbp1,11,12.901919472208954,1,33,0.02925801560130067,0.10688909484090207
Rlbp1,12,12.769927610444508,1,33,0.029784000153257863,0.11708371949335805
Rlbp1,13,12.681498355188356,1,33,0.030314556279739897,0.12727834414581402
Rlbp1,14,11.813849792834642,1,33,0.03085266206950408,0.13747296879827
Rlbp1,15,11.057885612905524,1,33,0.03132819929198454,0.14766759345072597
Rlbp1,16,11.92989453211737,1,33,0.03177350391716678,0.15786221810318196
Rlbp1,17,12.55061043355773,1,33,0.032090589412770154,0.16805684275563793
Rlbp1,18,10.819976457961626,1,33,0.03250010390148368,0.17825146740809392
Rlbp1,19,12.997614767310685,1,33,0.032843447920107495,0.18844609206054988
Rlbp1,20,12.832567603179404,1,33,0.033225476824060025,0.19864071671300587
Rlbp1,21,11.591644605068844,1,33,0.03356329170299936,0.20883534136546184
Rlbp1,22,11.575184584745973,1,33,0.033876821598699446,0.21902996601791783
Rlbp1,23,12.653483173809002,1,33,0.0341749189417309,0.2292245906703738
Rlbp1,24,11.804471421964177,1,33,0.03442976930895895,0.23941921532282978
Rlbp1,25,10.710640387527839,1,33,0.03473031283637215,0.24961383997528575
Rlbp1,26,10.69720768109249,1,33,0.03503545453427557,0.2598084646277417
Rlbp1,27,11.398370971426639,1,33,0.03528721856376664,0.27000308928019773
Rlbp1,28,11.491794044320907,1,33,0.035495733450794986,0.2801977139326537
Rlbp1,29,11.92547506028518,1,33,0.035795529951120134,0.29039233858510966
Rlbp1,30,11.35421340686363,1,33,0.036018793107163986,0.3005869632375657
Rlbp1,31,13.028872496243046,1,33,0.03632329342547735,0.31078158789002164
Rlbp1,32,11.63671945703937,1,33,0.03665938250865137,0.3209762125424776
Rlbp1,33,12.046999361535946,1,33,0.036920902919849195,0.33117083719493356
Rlbp1,34,11.563420253318233,1,33,0.037180712209986005,0.3413654618473896
Rlbp1,35,11.210110160027195,1,33,0.03742229046436196,0.35156008649984555
Rlbp1,36,12.25332865493778,1,33,0.03777211183988282,0.3617547111523015
Rlbp1,37,12.050633716176327,1,33,0.038040795856697146,0.3719493358047575
Rlbp1,38,10.452454636108431,1,33,0.03822622895731367,0.3821439604572135
Rlbp1,39,10.714829578932724,1,32,0.038491481515323514,0.39218412109978373
Rlbp1,40,11.173980342705148,1,32,0.038746929041181474,0.4020698177324683
Rlbp1,41,11.364359018578742,1,32,0.03897750836631303,0.4119555143651529
Rlbp1,42,10.358263297618231,1,32,0.03936579148389517,0.42184121099783756
Rlbp1,43,10.16717347915147,1,32,0.03961982025406566,0.4317269076305221
Rlbp1,44,10.419495085196669,1,32,0.039864421079005924,0.4416126042632067
Rlbp1,45,10.719798767190404,1,32,0.040142447114147106,0.45149830089589127
Rlbp1,46,9.84529819418264,1,32,0.0403945227388844,0.46138399752857584
Rlbp1,47,10.776872990321356,1,32,0.04054763486594743,0.4712696941612604
Rlbp1,48,10.600945518872734,1,32,0.04082130643932847,0.481155390793945
Rlbp1,49,10.149071463723327,1,32,0.041082345957333635,0.49104108742662955
Rlbp1,50,9.817963416996312,1,32,0.0413755448524403,0.5009267840593141
Rlbp1,51,11.577549100356284,1,32,0.0416228075299233,0.5108124806919987
Rlbp1,52,11.724846122985582,1,32,0.0417945740595377,0.5206981773246834
Rlbp1,53,9.749384684748264,1,32,0.04204021695776633,0.530583873957368
Rlbp1,54,10.357107032016891,1,32,0.042379110075272355,0.5404695705900525
Rlbp1,55,11.19478701705749,1,32,0.04259262945331393,0.5503552672227371
Rlbp1,56,11.028548320570321,1,32,0.042856389716281584,0.5602409638554218
Rlbp1,57,11.309606495495842,1,32,0.04308347652806578,0.5701266604881063
Rlbp1,58,10.545497312412408,1,32,0.04339734147804594,0.5800123571207909
Rlbp1,59,11.484340355797025,1,32,0.043671170167973575,0.5898980537534755
Rlbp1,60,9.549850713123893,1,32,0.04394104196009762,0.59978375038616
Rlbp1,61,9.35439052905233,1,32,0.04426907711589678,0.6096694470188446
Rlbp1,62,10.549558108141229,1,32,0.04447458242381004,0.6195551436515292
Rlbp1,63,10.318454944913949,1,32,0.044780068609678744,0.6294408402842138
Rlbp1,64,9.828416593565636,1,32,0.04507340731934226,0.6393265369168983
Rlbp1,65,10.2003789890773,1,32,0.04531082992413251,0.6492122335495829
Rlbp1,66,11.575270104659946,1,32,0.04559341416059682,0.6590979301822675
Rlbp1,67,10.107565207755423,1,32,0.04589608755266486,0.668983626814952
Rlbp1,68,10.825645271892178,1,32,0.046210075166656886,0.6788693234476366
Rlbp1,69,10.483785923876386,1,32,0.046683477550757774,0.6887550200803213
Rlbp1,70,11.037560532460073,1,32,0.04705700543221022,0.6986407167130059
Rlbp1,71,8.896420918708381,0.96875,32,0.047383191705377886,0.7085264133456904
Rlbp1,72,9.568581265334918,1,32,0.0477297963710159,0.718412109978375
Rlbp1,73,9.332056081252661,0.96875,32,0.04819057723965111,0.7282978066110597
Rlbp1,74,10.093697606688103,1,32,0.04873644982230882,0.7381835032437443
Rlbp1,75,8.265751566806843,1,32,0.04905034470446588,0.7480691998764288
Rlbp1,76,9.367825529758786,1,32,0.04939576656215451,0.7579548965091134
Rlbp1,77,9.383414280783883,1,32,0.04988861057417274,0.767840593141798
Rlbp1,78,8.919955377936015,1,32,0.05046289437853513,0.7777262897744825
Rlbp1,79,8.837744007537978,0.96875,32,0.050960722793626234,0.7876119864071671
Rlbp1,80,9.149549970514196,1,32,0.05158747906543623,0.7974976830398517
Rlbp1,81,10.015286966810187,1,32,0.05250470777610536,0.8073833796725363
Rlbp1,82,9.194272712394687,1,32,0.053436528526220724,0.8172690763052208
Rlbp1,83,9.945828217857411,1,32,0.05472940920510003,0.8271547729379054
Rlbp1,84,10.14008481915466,0.96875,32,0.05685558327615577,0.83704046957059
Rlbp1,85,7.813153969984834,0.96875,32,0.06025537083462772,0.8469261662032747
Rlbp1,86,8.423450134441428,0.96875,32,0.06456773886631356,0.8568118628359592
Rlbp1,87,9.189555838521668,1,32,0.07257623400447025,0.8666975594686438
Rlbp1,88,8.009812761663065,0.96875,32,0.08056335200784079,0.8765832561013284
Rlbp1,89,6.959216641164239,0.875,32,0.08959745021944521,0.886468952734013
Rlbp1,90,7.2699955387819415,0.75,32,0.1071315200085631,0.8963546493666976
Rlbp1,91,5.320579637477424,0.90625,32,0.14946643207246757,0.9062403459993822
Rlbp1,92,4.371519738691611,0.9375,32,0.2578927814876444,0.9161260426320668
Rlbp1,93,3.3675975759884387,0.78125,32,0.2927194819855192,0.9260117392647513
Rlbp1,94,0.39795318895352566,0.25,32,0.45739215061730115,0.9358974358974359
Rlbp1,95,0.3159339878239569,0.25,32,0.5353071746021729,0.9457831325301205
Rlbp1,96,0.20178267502001976,0.15625,32,0.5788866642645688,0.955668829162805
Rlbp1,97,0.24568866645630535,0.3125,32,0.6097483955513862,0.9655545257954896
Rlbp1,98,0.10340219266322126,0.15625,32,0.6326083440412348,0.9754402224281742
Rlbp1,99,0.32335648780757253,0.46875,32,0.6746074479973074,0.9853259190608588
Rlbp1,100,0.46146166140767164,0.625,32,0.7355573101105116,0.9952116156935433
